sku	product-id	product-id-type	price	minimum-seller-allowed-price	maximum-seller-allowed-price	item-condition	quantity	add-delete	will-ship-internationally	expedited-shipping	standard-plus	item-note	fulfillment-center-id	product-tax-code	leadtime-to-ship	merchant_shipping_group_name
UNI_C-6475	678285160094	3	40.27	36.06	54.3	11	0	a							30	
UNI_FG-1260	678285300148	3	17.95	16.14	24.01	11	0	a							30	
UNI_C-7460	678285170383	3	39.91	35.74	53.8	11	0	a							30	
UNI_C-4301	678285140010	3	21.92	19.68	29.39	11	0	a							30	
UNI_C-4302	678285140027	3	11.6	10.46	15.38	11	0	a							30	
UNI_FG-1060	678285300094	3	20.88	18.75	27.98	11	0	a							30	
UNI_C-4304	678285140041	3	8.25	7.47	10.84	11	0	a							30	
UNI_C-4305	678285140058	3	30.96	27.75	41.66	11	0	a							30	
UNI_C-4306	678285140065	3	8.28	7.5	10.88	11	0	a							30	
UNI_C-4309	678285140089	3	7.9	7.16	10.37	11	0	a							30	
UNI_5CH-752	678285250054	3	41.82	37.45	56.4	11	0	a							30	
UNI_SC3-SR135	678285190367	3	92.11	82.35	124.65	11	0	a							30	
