type,category,part_number,title,price,upc,weight,length,width,height,location,manufacturer
wholegood,White Goods,86205101,"FTG RET/INLT 1.5"" VINYL BLK 50PK BULK",5.22,7.88E+11,0.56,N/A,N/A,N/A,R,Pentair
wholegood,White Goods,86205103,"FTG RTN/INLT 1.5""VNL GRY 50PK BULK",5.17,7.88E+11,0.56,N/A,N/A,N/A,R,Pentair
wholegood,White Goods,87205000,FTG NUT RET/INLET ,1.12,7.88E+11,N/A,N/A,N/A,N/A,W,Pentair
wholegood,White Goods,LDF357B,"FLOWMETER 1-10 3/4""SWT ",72.78,7.88E+11,0.5,11,2.5,2.5,r,Pentair
wholegood,White Goods,LDF357N,"FLOWMETER 1-10 3/4""NYLN ",50.26,7.88E+11,0.5,11,2.5,2.5,r,Pentair
wholegood,White Goods,LDF357T,"FLOWMETER 1-10 1""THD ",74.75,7.88E+11,0.5,11,2.5,2.5,r,Pentair
wholegood,White Goods,LDF359B,"FLOWMETER 2-16 3/4""SWT ",72.78,7.88E+11,0.5,11,2.5,2.5,r,Pentair
wholegood,White Goods,LDF359N,"FLOWMETER 2-16 3/4""NYLN ",50.26,7.88E+11,0.48,16,14,8,r,Pentair
wholegood,White Goods,LDF359T,"FLOWMETER 2-16 1""THD ",74.75,7.88E+11,0.71,16,14,8,r,Pentair
wholegood,White Goods,LDF360B,"FLOWMETER .5-5 3/4""SWT ",72.78,7.88E+11,0.5,11,2.5,2.5,r,Pentair
wholegood,White Goods,LDF360N,"FLOWMETER .5-5 3/4""NYLN ",50.26,7.88E+11,0.5,11,2.5,2.5,r,Pentair
wholegood,White Goods,LDF360T,"FLOWMETER .5-5 1""THD ",74.75,7.88E+11,0.5,11,2.5,2.5,r,Pentair
wholegood,White Goods,LDF451T,"FLOWMETER 8-75 1""THD ",229.44,7.88E+11,0.01,N/A,N/A,N/A,r,Pentair
wholegood,White Goods,LDF452T,"FLOWMETER 15-100 1""THD ",229.44,7.88E+11,0.5,11,2.5,2.5,r,Pentair
wholegood,White Goods,LDF461T,"FLOWMETER 8-75 1.5""THD ",260.8,7.88E+11,0.5,11,2.5,2.5,r,Pentair
wholegood,White Goods,LDF462T,"FLOWMETER 15-100 1.5""THD ",260.8,7.88E+11,0.5,11,2.5,2.5,r,Pentair
wholegood,White Goods,SL1DW,THERM 30/130 INLN NYL WL ,26.87,8.07E+11,0.75,0.5,0.5,0.5,R,Pentair
wholegood,White Goods,SL2D,"THERM 50/220 1/2""NPT ",26.87,8.07E+11,0.01,N/A,N/A,N/A,R,Pentair
wholegood,White Goods,SL2DW,"THERM 50/220 .5""BRS WELL ",26.87,8.07E+11,0.5,N/A,N/A,N/A,R,Pentair
wholegood,White Goods,SL2DW3,"THERM 50/220 3/4""BRS WEL ",26.87,8.07E+11,0.01,N/A,N/A,N/A,R,Pentair
wholegood,White Goods,T40BBE,AUTOFILL ALMD ,63.58,8.07E+11,4.03,16.75,8,8.5,R,Pentair
wholegood,White Goods,T40BBK,AUTOFILL BLK ,63.58,8.07E+11,0.01,N/A,N/A,N/A,R,Pentair
wholegood,White Goods,T40BG,AUTOFILL GRY ,57.8,8.07E+11,4.42,N/A,N/A,N/A,R,Pentair
wholegood,White Goods,T40BW,AUTOFILL WHT ,63.56,8.07E+11,4.42,N/A,N/A,N/A,R,Pentair
wholegood,White Goods,T40FB,AUTOFILL FLDMSTR ALMD ,63.72,8.07E+11,4,N/A,N/A,N/A,R,Pentair
wholegood,White Goods,T40FBK,AUTOFILL FLDMSTR BLK ,63.58,8.07E+11,0.01,N/A,N/A,N/A,R,Pentair
wholegood,White Goods,T40FDG,AUTOFILL W/FLUIDMSTR VLV DARK GRY,63.72,,4.03,16.75,8,8.5,R,Pentair
wholegood,White Goods,T40FG,AUTOFILL FLDMSTR GRY ,63.72,8.07E+11,0.01,N/A,N/A,N/A,R,Pentair
wholegood,White Goods,T40FNB,AUTOFILL FLDMSTR VE ALMD ,126.44,8.07E+11,7,N/A,N/A,N/A,R,Pentair
wholegood,White Goods,T40FNBK,AUTOFILL FLDMSTR VE BLK ,126.44,8.07E+11,0.01,N/A,N/A,N/A,R,Pentair
wholegood,White Goods,T40FNG,AUTOFILL FLDMSTR VE GRY ,126.44,8.07E+11,0.01,N/A,N/A,N/A,R,Pentair
wholegood,White Goods,T40FNW,AUTOFILL FLDMSTR VE WHT ,126.44,8.07E+11,7,25,10,12,R,Pentair
wholegood,White Goods,T40FW,AUTOFILL FLDMSTR WHT ,63.58,8.07E+11,5,8,8,17,R,Pentair
wholegood,White Goods,T6EXT,AUTOFILL 6 IN EXT ,16.17,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,07017-0079,GSKT VNYL LINER MAIN ,6.6,7.88E+11,10,10,10,10,R,Pentair
Part,White Goods,07017-0151,HYDRO RELIEF VALVE 1 1/2 ,6.83,22315126763,0.01,2,2,2,R,Pentair
Part,White Goods,07017-0158,"HYDRO RLF VLV 2"" ",6.55,22315126770,0.01,3,2.25,2,R,Pentair
Part,White Goods,08417-0005,PLT FLOOR SUBASY WHT ,10.11,7.88E+11,0.17,1,5,8,R,Pentair
Part,White Goods,08417-0005B,FLOOR PLT 292 GRY ,10.11,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,08417-0005C,PLT FLOOR BLK ,10.11,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,08428-0001B,KIT INLT EYEBALL GRY ,13,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,08428-0125,KIT INLET RENOVATE WHT ,7.64,7.88E+11,16,21.5,16,10,R,Pentair
Part,White Goods,08430-0000,V-LINER INLT (SLIP) ,19.79,22315126992,0.89,4,4,2.5,R,Pentair
Part,White Goods,08430-0050,V-LINER INLET THD ,19.79,22315127012,0.9,22.5,15,8,R,Pentair
Part,White Goods,08650-0007,BSKT HNDL ASY ,4.09,7.88E+11,0.4,N/A,N/A,N/A,R,Pentair
Part,White Goods,08650-0018,WEIR BMP ,2,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,08650-0022,WEIR ASY ,9.35,7.88E+11,0.293,N/A,N/A,N/A,R,Pentair
Part,White Goods,08650-0022C,WEIR ASY U-3 GRY ,11.93,7.88E+11,0.1,4,4,4,R,Pentair
Part,White Goods,08650-0025,FRAME WHT @ ,8.19,7.88E+11,0.5,11,11,2,R,Pentair
Part,White Goods,08650-0041,FLOAT ASY ,4.95,7.88E+11,1,N/A,N/A,N/A,R,Pentair
Part,White Goods,08650-0042,U-3 SKMR VACUUM PLT ,8.68,7.88E+11,0.5,8.5,8.5,2,R,Pentair
Part,White Goods,08650-0048,EQUALIZER FLAP ,2.27,7.88E+11,0.022,N/A,N/A,N/A,R,Pentair
Part,White Goods,08650-0058,U-3 LID WHT W/DECAL ,8.4,7.88E+11,0.9,10,10,0.5,R,Pentair
Part,White Goods,08650-0058C,CVR W/DECAL U-3 GRAY ,14.47,7.88E+11,54,10,10,10,R,Pentair
Part,White Goods,08650-0067,BRS BSKT HDL ,3.55,7.88E+11,0.09,6,1,0.25,R,Pentair
Part,White Goods,08650-0069,FSTNR KIT ,1.47,7.88E+11,0.02,N/A,N/A,N/A,R,Pentair
Part,White Goods,08650-0079,FLOAT VLV ASY ,12,22315127067,0.83,N/A,N/A,N/A,R,Pentair
Part,White Goods,08650-0125,U-3 FRAME TAN ,8.19,7.88E+11,0.5,N/A,N/A,N/A,R,Pentair
Part,White Goods,08650-0158,U-3 LID TAN W/DECAL ,8.4,7.88E+11,0.85,0.6,0.6,0.6,R,Pentair
Part,White Goods,08650-0159,U3 LID/COLLAR SET TAN ,12.17,22315127074,1.25,10,10,2,R,Pentair
Part,White Goods,08650-0169,U3 LID/COLLAR SET WHT ,10.14,22315127081,1.115,12,12,3,R,Pentair
Part,White Goods,08650-0169C,U3 LID/COLLAR SET GRY ,20.45,7.88E+11,1.1,11,11,2,R,Pentair
Part,White Goods,13600-0004,"VLV FLOAT 4"" ",660.08,7.88E+11,13,N/A,N/A,N/A,R,Pentair
Part,White Goods,13600-0006,"VLV FLOAT 6"" ",731.82,7.88E+11,14,30,12,12,R,Pentair
Part,White Goods,13600-0008,"VLV FLOAT 8"" ",823.51,7.88E+11,19,12,12.5,30.5,R,Pentair
Part,White Goods,13600-0009,"VLV FLOAT 10"" ",951.54,7.88E+11,21,N/A,N/A,N/A,R,Pentair
Part,White Goods,13600-0015,"FLOAT LEVER 30"" ",71.97,7.88E+11,1,N/A,N/A,N/A,R,Pentair
Part,White Goods,13600-0021,"BRS CLEVIS 3/8"" HOLE ",46.44,7.88E+11,1,N/A,N/A,N/A,R,Pentair
Part,White Goods,13600-0023,"BRS CLEVIS 1/2"" HOLE ",61.06,7.88E+11,1,N/A,N/A,N/A,R,Pentair
Part,White Goods,13600-0027,RTNR FLOAT & WEIGHT ,33.27,7.88E+11,1,N/A,N/A,N/A,R,Pentair
Part,White Goods,13600-0029,LEAD WEIGHT ,17.68,7.88E+11,1,N/A,N/A,N/A,R,Pentair
Part,White Goods,13600-0042,"VLV FLOAT 12"" ","1,148.58",7.88E+11,26.38,20.75,20,14.75,R,Pentair
Part,White Goods,13600-0054,"FLOAT 4"" ASY ",178.53,7.88E+11,1,N/A,N/A,N/A,R,Pentair
Part,White Goods,13600-0056,"FLOAT ASY 5"" & 6"" ",241.17,7.88E+11,1,N/A,N/A,N/A,R,Pentair
Part,White Goods,13600-0058,"FLOAT ASY 8"" & 10"" ",323.14,7.88E+11,1,N/A,N/A,N/A,R,Pentair
Part,White Goods,181010,SPRING FNS CLAMP PARTS AFTER 1/89,54.35,7.88E+11,1,N/A,N/A,N/A,E,Pentair
Part,White Goods,200043,KIT FLOATLINE LOCK RPLC ,2.54,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,210384,GSKT TH-AGF 3.5 OD x 2 3/8ID EX,2.86,7.88E+11,N/A,N/A,N/A,N/A,R,Pentair
Part,White Goods,210385,"FTG NUT SEG LINER 2"" EX ",2.62,7.88E+11,N/A,N/A,N/A,N/A,R,Pentair
Part,White Goods,261058,"VLV 3/8""PIPE THD FLOAT ",13.48,7.88E+11,0.05,N/A,N/A,N/A,R,Pentair
Part,White Goods,35505-1243,ORNG #2-229 (E1109-60 ,1.29,7.88E+11,1,N/A,N/A,N/A,R,Pentair
Part,White Goods,35505-1273,ORNG #2-256 E1109-60 ,6.34,7.88E+11,0.03,N/A,N/A,N/A,R,Pentair
Part,White Goods,35857-0007,"SS SPIROL PIN 1/4""x1"" ",3.21,7.88E+11,1,N/A,N/A,N/A,R,Pentair
Part,White Goods,36305-4008,"PLG PVC 1.5"" #450-015 ",5.36,7.88E+11,4,18,18,6,R,Pentair
Part,White Goods,370006,BAG PARTS FM AUTOFILL ,25.31,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,370007,VLV RPLCMNT FLDMSTR ,17.85,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,37077-0582,"SCR 8-32x1/2"" OVAL ",1.47,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,37207-0027,SCREW #8x1/2 PHIL PAN H ,1.48,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,37207-0430,"SCREW #8 X 1"" ",1.34,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,37207-0825,SCR 8x3/8IN PHIL PN HDSS ,1.48,7.88E+11,0.01,0.04,0.01,0.04,R,Pentair
Part,White Goods,37416-0004,"SCR #12 14x1"" L PHIL ",0.36,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,38405-4090,ADPT UNION 1-1/2 IN SLIP ,3.79,7.88E+11,N/A,3,3,2,E,Pentair
Part,White Goods,45118000,LID SKMR (NO LGO) ,10.8,7.88E+11,0.08,24,20,11,R,Pentair
Part,White Goods,45118011,LID SKMR AP BLK ,10.27,7.88E+11,24.6,24,20,11,R,Pentair
Part,White Goods,46540000,"JET VENTURI TEE 7"" EXT 11/2@",10.75,7.88E+11,0.45,10,13,2,R,Pentair
Part,White Goods,46540100,"JET VENTURI 1/1/2"" MIX NOZZLE",15.19,7.88E+11,0.62,N/A,N/A,N/A,R,Pentair
Part,White Goods,46543000,NOZZLE-JET(DIVERSION)GUN  VENT,1.3,7.88E+11,0.06,N/A,N/A,N/A,R,Pentair
Part,White Goods,46543100,"JET MIX NOZZLE 1/2"" CONC",5.28,7.88E+11,0.06,N/A,N/A,N/A,R,Pentair
Part,White Goods,46550000,CAP AERATOR 1.5IN ,2.49,7.88E+11,0.25,1,2,1,R,Pentair
Part,White Goods,46550011,"CAP AERATOR 1.5"" BLK ",3.84,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,46550015,"CAP AERATOR 1.5"" DGRY ",2.89,7.88E+11,0.06,2,2,1,R,Pentair
Part,White Goods,46550065,"CAP AERATOR 1.5"" GREY ",2.89,7.88E+11,0.06,2,2,1,R,Pentair
Part,White Goods,46802000,UNION SWIVEL 1.5 SLIP ,5.28,7.88E+11,0.33,N/A,N/A,N/A,E,Pentair
Part,White Goods,46811000,FTG UNION DRN ,5.49,7.88E+11,0.01,N/A,N/A,N/A,W,Pentair
Part,White Goods,500115-AQ,"Starguard 8"" Drain. Whit Side port",22.64,,N/A,N/A,N/A,N/A,F,Pentair
Part,White Goods,500130-aq,"VGBA 8""MNDRN VNYL 2PORT ABS SUMP WHT 2PK",31.43,,N/A,N/A,N/A,N/A,F,Pentair
Part,White Goods,506160,ASY FLOAT VLV ,22.61,7.88E+11,1.06,7.5,7.5,2.5,E,Pentair
Part,White Goods,506161,ASY VACUUM PLT ,8.61,7.88E+11,0.55,4.25,4.25,2.5,E,Pentair
Part,White Goods,506162,ASY EQUALIZER VLV ,17.39,7.88E+11,0.56,9,9,3,E,Pentair
Part,White Goods,50901100,UNION KIT ,26.39,7.88E+11,1.1,N/A,N/A,N/A,E,Pentair
Part,White Goods,51006100,GSKT BRS SIGHTGLASS ,1.18,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,White Goods,510161,DISK LOGO PENTAIR WHT ,1.85,7.88E+11,0.1,N/A,N/A,N/A,R,Pentair
Part,White Goods,510162,DISK LOGO PENTAIR BLK ,1.85,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,510163,DISK LOGO PENTAIR BEIGE ,1.85,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,510166,HOSE ADAPTER AG WHT 50PK ,0.69,7.88E+11,0.12,N/A,N/A,N/A,R,Pentair
Part,White Goods,510218,RING SEAT ASSY ADMR SKIM GRY,13.19,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,510224,RING SEAT ASSY ADMR SKIM DG,5.01,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,510327,COLLAR LID ASSY DG GNTE ,28.04,7.88E+11,1.04,10,10,3,E,Pentair
Part,White Goods,510332,LID DECK BERM SKMR DG ,9.15,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,White Goods,510341,LID SQ HWRD SP1084 TN 50 ,6.87,7.88E+11,1.02,N/A,N/A,N/A,R,Pentair
Part,White Goods,510493,DISK LOGO SMOOTH WHT ,1.81,7.88E+11,18.5,17,13,8,R,Pentair
Part,White Goods,510494,DISK LOGO SMOOTH TAN ,1.81,7.88E+11,18.5,17,13,8,R,Pentair
Part,White Goods,510543Z,KIT VGBA SCR #8-32x1.25 316SS,1.46,7.88E+11,0.014,2,2.5,0.3,R,Pentair
Part,White Goods,510583Z,KIT VGBA PLASTITE #10-14 x1.50 316SS,1.18,7.88E+11,0.02,2,2.5,0.35,R,Pentair
Part,White Goods,510592Z,"KIT SCR 316SS 8""MNDRN ",5.13,,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,510593Z,SCR #8x1.5PH 316SS RPLC ,1.92,7.88E+11,0.02,0.16,0.25,0.02,R,Pentair
Part,White Goods,510594Z,SCR 8-32x.75 316SS MACH RPLC,1.59,7.88E+11,N/A,N/A,N/A,N/A,R,Pentair
Part,White Goods,513010,"SKIM BDY 2"" THRD TAN ABS ",78.87,7.88E+11,9.92,12.5,16,21.5,E,Pentair
Part,White Goods,513027,ASY WEIR ,9.11,7.88E+11,0.28,3.5,3.5,4,E,Pentair
Part,White Goods,513030,LID DECK ,10.33,7.88E+11,0.44,8.37,8.37,0.75,E,Pentair
Part,White Goods,513031,ASY DECK RNG & INSRT MARBAL,7.82,7.88E+11,0.2,N/A,N/A,N/A,E,Pentair
Part,White Goods,513036,BSKT ASY & HNDL ,13.12,7.88E+11,0.62,9,5,5,E,Pentair
Part,White Goods,513043,BSKT RESDL ,10.09,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,White Goods,513157,HNDL SKMR BSKT ,1.99,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,White Goods,513330,BSKT HYDROSKIM ,1.78,7.88E+11,0.01,16,16,15,R,Pentair
Part,White Goods,513331,GSKT HYDROSKIM ,1.34,7.88E+11,0.34,20,13,21,R,Pentair
Part,White Goods,513332,GSKT WIDE MOUTH HYDROSKIM,2.22,7.88E+11,0.27,18.5,12.5,12,R,Pentair
Part,White Goods,513333,LID HYDROSKIM WHT ,1.78,7.88E+11,0.34,14,8.5,8.5,R,Pentair
Part,White Goods,513335,LID HYDROSKIM GREY ,1.78,7.88E+11,0.34,14,8.5,8.5,R,Pentair
Part,White Goods,513339,SEG FRAME HYDROSKIM WHT ,2.1,7.88E+11,0.34,14,9.5,9.5,R,Pentair
Part,White Goods,513341,SEG FRAME HYDROSKIM GREY ,2.1,7.88E+11,0.34,16,9.5,9.5,R,Pentair
Part,White Goods,513345,SEG FRM WM HYDROSKIM WHT ,3.5,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,513347,SEG FRM WM HYDROSKIM GREY,3.5,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,513351,VAC PLT HYDROSKIM ,1.98,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,513352,WEIR DOOR HYDROSKIM ,1.78,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,516112,BSKT/HNDL GNTE SKMR ,10.42,7.88E+11,0.45,5.5,8.5,5.5,E,Pentair
Part,White Goods,516113,BSKT GNTE SKMR ,2.58,7.88E+11,N/A,N/A,N/A,N/A,E,Pentair
Part,White Goods,516215,LID DECK WHITE ,9.6,7.88E+11,0.62,9.24,9.24,0.99,E,Pentair
Part,White Goods,516216,LID DECK TAN ,9.6,7.88E+11,0.62,9.24,9.24,0.99,E,Pentair
Part,White Goods,516228,PLT TRIMMER ,1.99,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,White Goods,516231,GSKT FCEPLT WIDE MOUTH ,4.09,7.88E+11,0.08,N/A,N/A,N/A,E,Pentair
Part,White Goods,516233,HNDL BSKT METAL ,4.62,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,White Goods,516237,SPCR FLANGE ,1.99,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,White Goods,516239,"SCR #12-8 X 1"" FHP PLASTIQIK",0.49,7.88E+11,0.02,N/A,N/A,N/A,E,Pentair
Part,White Goods,516241,SCR #12-8x1.25 PN HD PHL THRD FORMING SS,1.99,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,White Goods,516242,"SCR #8-32 X 1"" FLAT HD PHIL",0.49,7.88E+11,0.02,N/A,N/A,N/A,E,Pentair
Part,White Goods,516243,"SCR #8-.5"" SLFTAP PAN HD ",0.11,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,White Goods,516244,ORNG METRIC 180 X 3.5 ,5.64,7.88E+11,0.04,7.25,7.25,0.25,E,Pentair
Part,White Goods,516252,WEIR PLT ASY ,7.85,7.88E+11,0.28,8,5,8.5,E,Pentair
Part,White Goods,516253,COLLAR GNTE W/INSRTS ,8.47,7.88E+11,0.75,10,10,3.25,E,Pentair
Part,White Goods,516254,COLLAR DECK LID ASY ,29.43,7.88E+11,1.38,10,10,3.25,E,Pentair
Part,White Goods,516255,INSRT GNTE W/ FOAM ,5.63,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,White Goods,516258,COLLAR GNTE W/INSRTS TAN ,9.89,7.88E+11,0.75,10,10,3.25,E,Pentair
Part,White Goods,516259,COLLAR VINYL W/INSRTS ,10.6,7.88E+11,0.9,10.25,10.25,4.5,E,Pentair
Part,White Goods,516260,COLLAR VINYL W/INSRTS TAN,11.34,7.88E+11,0.1,N/A,N/A,N/A,E,Pentair
Part,White Goods,516261,COLLAR DECK LID ASY TAN ,29.43,7.88E+11,1.33,10,10,3.25,E,Pentair
Part,White Goods,516264,FACEPLT STD PKG ,31.56,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,White Goods,516265,FACEPLT WM PKG ,31.45,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,White Goods,516274,PKG STD VINYL SCREW ,17.73,7.88E+11,3,2,4,1,E,Pentair
Part,White Goods,516275,PKG WM VINYL SCREW ,14.19,7.88E+11,0.12,6,4,0.5,E,Pentair
Part,White Goods,516306,LID DECK BLK EXP ,9.6,7.88E+11,0.62,9.24,9.24,0.99,E,Pentair
Part,White Goods,516307,COLLAR VINYL W/INSRTS BLK EXP,12.8,7.88E+11,0.8,10,10,4.5,E,Pentair
Part,White Goods,516315,PLT WEIR BLK EXP ASY ,8.77,7.88E+11,0.3,N/A,N/A,N/A,E,Pentair
Part,White Goods,516318,PKG FACEPLT W/M BLK EXP ,33.55,7.88E+11,1.01,18.12,8.25,0.75,E,Pentair
Part,White Goods,516324,PKG STD FACEPLT BLK EXP ,23.33,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,White Goods,516328,ASY DECK/LID COLLAR EXP ,29.43,7.88E+11,1.31,10,10,3.25,E,Pentair
Part,White Goods,516329,COLLAR GNTE W/INSRTS ,10.83,7.88E+11,0.69,10,10,3.25,E,Pentair
Part,White Goods,516416Z,"SCR #8-32x1.25"" RPLC PHI 316SS",9.62,,N/A,N/A,N/A,N/A,R,Pentair
Part,White Goods,516442,WEIR ASY U3 SKIMMER MOONLILY,9.08,,0.05,N/A,N/A,N/A,R,Pentair
Part,White Goods,540053,"FTG 1.5""SLP INLT SLT WHT ",1.47,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,542090,VAC SAND H107 ,71.84,7.88E+11,2.7,20,19.75,3,E,Pentair
Part,White Goods,542142,HOOK ROPE S341 WHT ,3.52,7.88E+11,0.12,2,1.5,4,E,Pentair
Part,White Goods,542411-AQ,"Bulkhead 1.5"" T x 1.5"" T White long body",4.64,,N/A,N/A,N/A,N/A,F,Pentair
Part,White Goods,545100,FACEPLT WHT FOR 86205100 RET FTG 100PK,0.49,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,545101,FACEPLT BLK FOR 86205101 ,0.49,7.88E+11,0.08,N/A,N/A,N/A,R,Pentair
Part,White Goods,545103,FACEPLT GRY FOR 86205103 ,0.49,7.88E+11,0.08,N/A,N/A,N/A,R,Pentair
Part,White Goods,552400,FACEPLT WHT ,2.83,7.88E+11,0.06,3.5,3.5,0.25,E,Pentair
Part,White Goods,552401,GASKET LINER POOL FTG WH ,1.98,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,White Goods,552406,GASKET CONCRETE/SPA/AG FITTING,0.49,7.88E+11,0.02,N/A,N/A,N/A,E,Pentair
Part,White Goods,552472,"SCR 12x1"" FLT PHIL HD ",0.49,7.88E+11,0.02,N/A,N/A,N/A,E,Pentair
Part,White Goods,552496,GASKET CORK ,0.38,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,552533,SCR NYLON NS10 WHT ,0.49,7.88E+11,0.01,6,4,0.25,E,Pentair
Part,White Goods,552537,"SCR 8x5/8"" SS40 ",0.49,7.88E+11,0.01,0.62,0.25,0.25,E,Pentair
Part,White Goods,552538,"SCR 8x.75"" SS 50 ",0.49,7.88E+11,0.01,N/A,N/A,N/A,r,Pentair
Part,White Goods,552539,"SCR 8x1.25"" SS 60 ",0.49,7.88E+11,0.01,1.25,0.25,0.25,E,Pentair
Part,White Goods,552566,GASKET FOR 552518 SK42 ,2.63,7.88E+11,0.01,N/A,N/A,N/A,E,Pentair
Part,White Goods,552612,PLUG W/GSKT 1.5 MIP WHT 100PK,0.59,7.88E+11,0.06,2,2,0.75,R,Pentair
Part,White Goods,552614,PLUG 1.5 S251 BLK 100PK ,1.86,7.88E+11,0.05,N/A,N/A,N/A,R,Pentair
Part,White Goods,552622,PLG 1.5 W/ORNG WHT 100PK ,0.59,7.88E+11,0.06,N/A,N/A,N/A,R,Pentair
Part,White Goods,552624,PLG 1.5 W/ORNG BLK 100PK ,0.59,7.88E+11,0.06,N/A,N/A,N/A,R,Pentair
Part,White Goods,77701-0102,UNION ADPT KIT 2IN NPT ,26.94,7.88E+11,0.38,N/A,N/A,N/A,E,Pentair
Part,White Goods,81111700,GASKET BACK ,5.79,7.88E+11,10,12,12,12,R,Pentair
Part,White Goods,81111800,GASKET FRONT ,5.79,7.88E+11,1,N/A,N/A,N/A,R,Pentair
Part,White Goods,84900100,FAS ACCESSORY KIT ,23.03,7.88E+11,1,11,15,22.5,R,Pentair
Part,White Goods,85000300,FRAME SEALING S15 ,18.21,7.88E+11,0.5,N/A,N/A,N/A,R,Pentair
Part,White Goods,85000400,LID RNG SEAT COMP WHT ,17.02,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,85000411,LID RNG SEAT COMP BLK ,14.29,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,85000412,LID RNG SEAT COMP DGRY ,16.41,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,85000511,LID ASY SKIM BLK ,7.64,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,85000600,RNG SEAT ASY WHT ,5.63,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,85000611,RNG SEAT ASY BLK ,13.19,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,85001000,SKIM THROAT SHORT ,11.61,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,85001400,SKIM THROAT LONG ,16.38,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,85001500,WEIR FLAP ADMIRAL S15 20 ,10.87,7.88E+11,0.34,N/A,N/A,N/A,R,Pentair
Part,White Goods,85001600,GSKT SET LINER ,10.87,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,85001900,VAC ATT S-15 ,5.3,7.88E+11,0.444,9.5,9.5,3,R,Pentair
Part,White Goods,85002000,VLV BALL ASY SKMR ,9.53,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,85002300,COLLAR EXT S15 SKMR ,5.61,7.88E+11,0.045,9,9,3,R,Pentair
Part,White Goods,85002400,TRIMPLT S15 ,1.99,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,85002600,DIV SKMR VF ,4.3,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,85002800,PLT VAC FAS ,2.65,7.88E+11,17.2,35.37,11.79,11.79,R,Pentair
Part,White Goods,85002900,ELB ADPT ASY FAS ,5.93,7.88E+11,0.01,N/A,N/A,N/A,R,Pentair
Part,White Goods,85003200,WEIR FAS ,13.41,7.88E+11,0.5,6,6,6,R,Pentair
